,Text
241,siyasi elm mütəxəssis müəllim pünhani əsgər siyasi elm mütəxəssis əsas iş yer dövlət qurumla ancaq azərbaycan digər bir çətinlik bud ki ən böyük iş sahə dövlət ol da digər sahə çox minimum səviyyə
242,siyasi elm mütəxəssis müəllim pünhani əsgər azərbaycan siyasi elm barə çıxış kanal izlə və vasitəsilə dinlə bil
243,azərbaycan siyasi təhsil zəif olma səbəb nə siyasi elm sahə işləmə istək şəxs hansı problem qarşılaş budəfəki video pünhani əsgər azərbaycan siyasi elm barə çıxış izlə bil
244,dekabr korrupsiya qarşı mübarizə günü siyasi və ictimai müzakirə zaman tez-tez eşit söz nə məna daşıq necə işlək hansı növ var biz necə təsir edi
245,siyasi və sosial elm üzrə tədqiqatçı kəklik kərim de ki qadın siyasət təmsil olunma insan siyasi sistem legitim inam artır qonaq tam çıxış həm kanal izlə həm də və vasitəsilə dinlə bil
246,siyasi və sosial elm üzrə tədqiqatçı kəklik kərim qadın siyasət təmsil olunma vaciblik haqqında təqdimat kanal izlə və vasitəsilə dinlə bil
247,qadın siyasət təmsilçi deyən nə nəzər tutul qadın siyasi təmsilçi üzrə mövcud vəziyyət necə xarakterizə olun tədqiqatçı kəklik kərim qadın siyasət təmsil olunma vaciblik haqqında çıxış edi
248,bu gün
249,suvarma üzrə mütəxəssis Nicat qul de ki kiçik fermer hüquqi proses və dövlət təşviq xəbərdar olma üç ənənəvi suvarma sistem ilə öz fəaliyyət davam etdir
250,suvarma üzrə mütəxəssis Nicat qul kənd təsərrüfat suvarma su səmərəli istifadə haqqında çıxış kanal izlə və vasitəsilə dinlə bil
251,kənd təsərrüfat suvarma sistem ilə bağlı hansı problem var suvarma su səmərəli şəkil istifadə necə mümkün suvarma üzrə mütəxəssis Nicat qul çıxış izlə öyrən bil
256,i il öncə əkinçi pat hesab aç və həmin vaxt biz dəstək olma istək hə kəs bu hesab vasitəsilə patronla sırası qoşul bil bu post artıq iki il fasiləsiz əkinçi patron olan təşəkkür bildirmə istə
257,əziz dost əkinçi təşəbbüs və bak siz mühazirə iştirak etmə dəvət edi qapıl saat etibarən hə kəs üç açıq olacaq
258,fəlsəfə tarixi üzrə doktorant ara Əliyev de ki azərbaycan doktorantura təhsil alan tələbə apar tədqiqat bağlı xərclə nəzər alın qonaq tam çıxış həm kanal izlə həm də və vasitəsilə dinlə bil
259,fəlsəfə tarixi üzrə doktorant ara əlik azərbaycan doktorantura təhsil haqqında söhbət kanal izlə və vasitəsilə dinlə bil
260,azərbaycan doktorantura təhsil ilə bağlı vəziyyət nə yer doktorantura təhsil maliyyələşdir ilə bağlı hansı problem mövcud növbəti qonaq doktorant ara əlik azərbaycan doktorantura təhsil haqqında söhbət et
261,hələ bir yaş tamam olma kanal artıq izləyici var
262,bu dəfə i qonaq ol qısa ol siyasi elita dövlət idarəçilik rol müzakirə et
263,kollektiv idarəçilik sistem siyasi elita necə rol oynaq siyasi tədqiqatçı şah izah edi qonaq tam çıxış həm kanal izlə həm də və vasitəsilə dinlə bil
264,şah siyasi elita dövlət idarəçilik rol haqqında çıxış kanal izlə və vasitəsilə dinlə bil
265,siyasi elita nə demə siyasi elita rol demokratik və avtoritar rejim necə fərqlən bu dəfə video siyasi tədqiqatçı şah siyasi elita dövlət idarəçilik rol haqqında danış
266,əkinçi layihə üzərində çalış bir qrup daha dəqiq de tam yarı bak bir yaş münasibətilə keçiril tədbir bir araq gəl bil bu indiyədək çəkdir ən geniş heyət foto fürsət istifadə edi b təbrik edi
267,komanda iş görə ay ərzində azı dəfə içir həmin biri biz hədiyyə bil bu üç səhifə daxil olun və qonaq et patronlu növü seç öncə təşəkkürlə
268,qadın haqla üzrə hüquqşünas Vəfa ev işlək onlar pensiya kapital ol kişi işlək və onlar sosial kapital ol gələcək də pensiya çıxan daha çox pensiya alı
269,hüquqşünas Vəfa qadın haqla üç məlumat toplanma və tədqiqat haqqında təqdimat kanal izlə və vasitəsilə dinlə bil
270,qadın haqla uğrunda səmərəli mübarizə və pozuntu ara qaldırma üç toplan məlumat inzibati və sorğu məlumat kateqoriya bu sahə tədqiqat və uğurlu təcrübə haqqında hüquqşünas Vəfa təqdimat izlə bil
276,i il öncə əkinçi pat hesab aç və həmin vaxt biz dəstək olma istək hə kəs bu hesab vasitəsilə patronla sırası qoşul bil bu post artıq iki il fasiləsiz əkinçi patron olan təşəkkür bildirmə istə
277,keçən il əsaslı zorakılıq qarşı günlük fəallıq kampaniya çərçivə hazırla illüstrasiya
278,i Nigar əziz iqtisadiyyat mahiyyət onda ibarət ki biz resurs təkrar-təkrar istifadə və tullantı emal onlar ikinci həyat bəxş
279,i Nigar əziz dairəvi iqtisadiyyat haqqında çıxış kanal izlə və vasitəsilə dinlə bil
280,dairəvi iqtisadiyyat nə və xətti iqtisadiyyat nə ilə fərqlən dairəvi iqtisadiyyat cəmiyyət necə təsir edi i Nigar əziz çıxış izlə öyrən bil
287,i il öncə əkinçi pat hesab aç və həmin vaxt biz dəstək olma istək hə kəs bu hesab vasitəsilə patronla sırası qoşul bil bu post artıq iki il fasiləsiz əkinçi patron olan təşəkkür bildirmə istə
288,vəkil Sevinc Əliyeva de ki şagird təkcə digər şagird tərəf yox müəllim kənar şəxs və hətta valideyn tərəf edilə istənil növ zorakılıq qoruma məktəbi birbaşa vəzifə
289,vəkil Sevinc Əliyeva ilə məktəb bul qarşı mübarizə aparma yolla haqqında söhbət kanal izlə və vasitəsilə dinlə bil
290,azərbaycan qanunvericilik və dünya təcrübə bul qarşı necə mübarizə aparıl bul məruz qal uşaq kim müraciət etmə vəkil Sevinc Əliyeva ilə məktəb bul qarşı mübarizə aparma yolla haqqında söhbət et
291,tədqiqatçı Orxan zakir nəqliyyat təhlükəsizlik ilə bağlı i nümunə haqqında danış qonaq tam çıxış həm kanal izlə həm də və vasitəsilə dinlə bil
292,tədqiqatçı Orxan zakir azərbaycan yol təhlükəsizlik haqqında təqdimat kanal izlə və vasitəsilə dinlə bil
293,bak hansı yol problem qəza hadisə səbəb ol bu problem ara qaldırma üç nə etmə lazım növbəti video tədqiqatçı Orxan zakir azərbaycan yol təhlükəsizlik haqqında danış
294,tədqiqatçı Nicat el iqlim böhran ilə bağlı köç et mi qaçqın status verilmə məsələ haqqında danış qonaq tam çıxış həm kanal izlə həm də və vasitəsilə dinlə bil
295,tədqiqatçı Nicat el iqlim dəyişiklik ilə bağlı miqrasiya idarə edilmə haqqında təqdimat kanal izlə və vasitəsilə dinlə bil
296,i böhran ilə bağlı miqrasiya qeyri-müəyyən xarakter hansı yeni təhlükəsizlik məntiq yaranma gətir çıxar bu təhlükəsizlik məntiq mənfi təsir nə tədqiqatçı Nicat el çıxış izlə bil
297,sabah cümə günü saat
298,müəllim Aygün pəncəlik de ki şagird dərs yaşa problem və davranış pozuntu ilə bağlı ilk öncə onlar özlə ilə danışma lazım qonaq tam çıxış həm kanal izlə həm də və vasitəsilə dinlə bil
299,Ay pəncəlik şagird motiv artırma bəzi yolla haqqında çıxış kanal izlə və vasitəsilə dinlə bil
300,şagird dərs necə həvəsləndirmə lazım hansı üsul şagird motiv artırma ol növbəti video müəllim Aygün pəncəlik öz təcrübə istifadə et metod haqqında danış
301,əziz dost əkinçi təşəbbüs və bak siz mühazirə iştirak etmə dəvət edi qapıl saat etibarən hə kəs üç açıq olacaq
302,qrossmeyster Vasif dur söhbət əkinçi kanal izlə bil yeri gəl illüstrasiya müəllif Aydan əlik
303,keçən ay gənc ara dünya çempionat azərbaycanlı şahmatçı gövhər b və ab qədim dünya çempion olma sonra bu mövzu video hazırlama qərar gəl
304,i il öncə qu əsər əsasında min təqdim et bu film dünya onsuz da populyar olan şahmat oyunu maraq artır
305,qrossmeyster Vasif dur qədər tez çoxlu səhv edi və imkan var başqa səhv öyrən başqa cür şahmat irəliləmə olmaz qonaq tam çıxış həm kanal izlə həm də və vasitəsilə dinlə bil
306,dur ilə olma üç nə etmə mövzu söhbət kanal izlə və vasitəsilə dinlə bil
307,şahmat başlama üç yaşın ön var uğurlu şahmatçı olma üç istedad vacib qrossmeyster olma üç nə etmə lazım qrossmeyster Vasif dur ilə söhbət izlə öyrən bil
308,rəsmi rəqəm görə son bir il azərbaycan qida və ərzaq qiymət bahalaş niyə qiymət uzun müddət artır və bu artım əhali sosial rifah təsir azaltma üç nə etmə lazım i Fərid mehr təqdimat
309,işçi fərdi sahibkar kimi fəaliyyət göstər bu isə onlar son yüzillik dövr işçi hərəkat mübarizə nəticə əl et nailiyyət məhrum edi bu mübarizə yolla var i Toğrul vəli təqdimat
310,azərbaycan inkişaf ancaq bak şəhər ətraf regional şəhər inkişaf yox bu dəyişmə üç hansı siyasət aparıl bil ada universitet dosent Anar vəli azərbaycan şəhər gələcək haqqında təqdimat izlə bil
311,Nigar Sultanova de ki dan azərbaycan insan bir araq gətir iştirakçı birlik hissi oyatma kö edi qonaq tam çıxış həm kanal izlə həm də və vasitəsilə dinlə bil
312,Nigar su dan metod haqqında çıxış kanal izlə və vasitəsilə dinlə bil
313,dan azərbaycan əlillik olan və olmaya şəxs birgə keçir rəqs və digər nümayiş vasitəsilə i cəmiyyət inkişaf töhfə vermə məqsəd daşıq Nigar su çıxış izlə ətraflı məlumat ala bil
314,cümə günü noyabr bak
315,demokratik təşəbbüs i rəhbər Akif qurban bir ölkə bir cəmiyyət formalaşma siyasi partiya rol güclənmə imkan yox heç bir hal o nə vətəndaş cəmiyyət nə də müstəqil media mövcud ol bil
316,qurban ilə siyasi partiya ictimai savadlılıq və vətəndaş iştirakçılıq haqqında söhbət kanal izlə və vasitəsilə dinlə bil
317,siyasi partiya fəaliyyət üç əlverişli mühit olma hansı problem üzləş bil ölkə ictimai savadlılıq artma vətəndaş cəmiyyət necə təsir bil rəhbər Akif qurban söhbət izlə öyrən bil
318,əziz dost əkinçi təşəbbüs və bak siz mühazirə iştirak etmə dəvət edi i hə həs üç açıq
319,psixoterapevt uşaq davranış hansı məqam diqqət yetirmə aut erkən müdaxilə mərkəzi təsis Aynur izah edi qonaq tam çıxış həm kanal izlə həm də və vasitəsilə dinlə bil
320,Ay uşaq psixoterapiya oyun terapiya rol haqqında çıxış kanal izlə və vasitəsilə dinlə bil
321,oyun terapiya uşaq psixoterapiya necə tətbiq olun və uşaq necə təsir göstər aut erkən müdaxilə mərkəzi təsis Aynur uşaq psixoterapiya oyun terapiya rol haqqında çıxış edi
322,Ana vəli de ki bu gün azərbaycan şəhər çoxu sovet dövr insan kontrol altın saxlama məqsəd ad şəkil yaradıl qonaq tam çıxış həm kanal izlə həm də və vasitəsilə dinlə bil
323,Ana vəli azərbaycan şəhər gələcək haqqında çıxış kanal izlə və vasitəsilə dinlə bil
324,azərbaycan inkişaf ancaq bak şəhər ətraf regional şəhər inkişaf yox bu dəyişmə üç hansı siyasət aparıl bil ada universitet dosent Anar vəli azərbaycan şəhər gələcək haqqında təqdimat izlə bil
325,bu gün bak
326,azərbaycan yer adla dəyişdirilmə münasibət hansı yanaşma mövcud tarixçi ara bağır izah edi qonaq tam çıxış həm kanal izlə həm də və vasitəsilə dinlə bil
327,ara bağır azərbaycan yer adla dəyişdirilmə haqqında çıxış kanal izlə və vasitəsilə dinlə bil
328,azərbaycan mütəmadi ol müxtəlif yer adla dəyişdiril bu ehtiyac nə və yer adla dəyişdirilmə münasibət necə olmalı tarixçi ara bağır çıxış izlə bil
329,əziz dost noyabr əkinçi təşəbbüs və bak mühazirə təşkil edi
330,Pər əz de ki vətəndaş öz biznes qabaq bir reklam lövhə yerləşdirmə üç qurum icazə alma məcburiyyət qonaq tam çıxış həm kanal izlə həm də və vasitəsilə dinlə bil
331,rəqəm marketinq mütəxəssis Pərviz əz bazar reklam və rəqəm haqqında söhbət kanal izlə və vasitəsilə dinlə bil
332,azərbaycan təhsil sistem marketinq sahə kadr yetişdirmə üç yararlı reklam bazarı hansı dəyişiklik ehtiyac var nağdsız dövriyyə artırma üç nə etmə lazım Pərviz əz bazar reklam və rəqəm ha söhbət et
333,siyasi partiya ha yeni qanun layihə mövzu ilə video hələ izləmə buyur
334,siyasi təhlil Anar de ki siyasi partiya yaranma məhdudlaşdırma vətəndaş birləşmə azadlıq məhdudlaşdırma demə qonaq tam çıxış həm kanal izlə həm də və vasitəsilə dinlə bil
335,Ana siyasi partiya haqqında yeni qanun layihə barə çıxış kanal izlə və vasitəsilə dinlə bil
336,sentyabr milli məclis partiya haqqında yeni qanun layihə müzakirə çıxarıl yeni qanun layihə nəzər tutul müddəa siyasi partiya fəaliyyət necə təsir siyasi təhlil Anar çıxış izah edi
337,dost spiker səhhət ilə bağlı bugünkü tədbir təxir salma məcburiyyət tədbir yeni tarixi ha siz narahatlıq görə üzr istək
338,bu yaxınlarda üç dair qısa mühazirə oxu deyil görə maraqlı alın
339,son il işçi birləş həmkar ittifaq yara hüquq müdafiə edi iqtisadiyyat işçi b
340,ənənəvi işçi münasibət ilə müqayisə hansı mənfi cəhət var i Toğrul vəli izah edi qonaq tam çıxış həm kanal izlə həm də və vasitəsilə dinlə bil
341,vəli haqqında təqdimat kanal izlə və vasitəsilə dinlə bil
342,işçi fərdi sahibkar kimi fəaliyyət göstər bu isə onlar son yüzillik dövr işçi hərəkat mübarizə nəticə əl et nailiyyət məhrum edi bu mübarizə yolla var i Toğrul vəli izah edi
343,əziz dost oktyabr əkinçi təşəbbüs və bak mühazirə təşkil edi
344,memar Müslüm i respublika yaxın rayon ibarət rayon hərə bir rayon mərkəzi var bu rayon mərkəzlə çox kiçik ol görə heç biri şəhər proses bil qonaq tam çıxış
345,i azərbaycan memar siyasət haqqında çıxış kanal izlə və vasitəsilə dinlə bil
346,bu gün şəhərsalma strategiya sovet sistem azərbaycan reallıq otuz cəhd ancaq reallıq tamam başqa memar Müslüm i çıxış azərbaycan memar siyasət haqqında video izlə bil
347,və son bu müraciət dost paylaş öncə hə biri təşəkkür edi sual ol hal sosial media hesab mesaj müraciət bil hörmətlə əkinçi komanda
348,paylaş bəyənmə və dost paylaşma davam edi Sadiq izləyici passiv olan daha az insan hazırla çıxış əl edi
349,biz davamlı izlə amma patron olmaya patron olma ha düşün biz daha çox dəstək ehtiyac var əkinçi video minlərlə insan izlə patron olma bu iş ərsə gəlmə pak olacaq
350,pat hesab yoxla əgər son ay və ya ay siz ödəniş çıxma demə ki pat siz aktiv patronla sırası çıxar məlumat yenilə üzv aktivləşdirmə çalış
351,demə istək ki hə bir patron biz göstər dəstək olduqca önəmli i abzas yaz kimi nə qədər təşəkkür et azdır on görə də siz aşağı xahiş edi
352,qeyd etmə istə ikinci məsələ yeni patronla bağlı pat bağlı elan etmə yeni patronla da qeydiyyat aşağı düş məsələn son ay cəmi yeni patron ol halbuki elan ver ay bu rəqəm onlarla ol
353,əgər patron ödəniş kart və ya digər məlumat yanlışlıq çıx pat həmin patron səhifə sil amma aktiv patronla sırası çıxar yəni hal-hazırda biz patron kimi qeydiyyat keçən amma aylıq ödəniş tutulma patron var
354,əkinçi pat səhifə hal-hazırda qeydiyyat keçmiş nəfər var onlar yalnız nəfər aktiv patronla bu nə demə
355,son ay pat biz dəstəkləmə çağırış post minimum sal baş ağrıtma istə amma görünür bu yanaşma yanlış idi siz bir neçə rəqəm paylaşma istək
356,i keçə əsas məsələ bil ki əkinçi fəaliyyət yardım əsas ünvan pat vasitəsilə biz dəstəklə patronla
357,digər sosial şəbəkə alqoritm fərqli işlək deyə bəzən paylaş biz izlə qarşı çıx əgər biz hə bir yeni video ha xəbərdar olma istək siz tel kanal üzv olma tövsiyə edi
358,yazma səbəb keçmə öncə bir vacib məsələn qeyd etmə artıq bir neçə insan əkinçi yeni video görmə eş biz i və tel izlə bil ki əkinçi hə həftə üç yeni video paylaşma davam edi
359,bu yay əkinçi indiki format fəal il tamam ol və biz heç bir maneə baxmadan iş eyni əzmlə və həvəslə görmə davam edi bur təbii ki biz əm iş kiçik bir hissə əsas səbəbkar biz daimi izləyici və dəstək
